descricao_imovel,aluguel,condominio,total_mensal,iptu,metragem,endereco,bairro,cidade,zona,quartos,banheiros,garagem
"Apartamento de 2 dormitórios, living, cozinha, area de serviço, 1 banheiro, 1 vaga de garagem e 1 deposito para alugar no bairro Sarandi em Porto Alegre, com aproximadamente 56m² d...",1100,350,1450,37,56,Avenida Engenheiro Francisco Rodolfo Simch, Sarandi ,Porto Alegre,Zona Norte,2,1,1
"Viver perto de tudo. Dos bares, do centro, do shopping, do supermercado, da sua felicidade. Ter espaços pensados no seu jeito, no seu estilo, na sua vida, nos seus sonhos. Permitir...",2900,400,3300,280,80,Não Informado, Cidade Baixa ,Porto Alegre,Centro,3,2,1
"Apartamento localizado no bairro Sarandi, com 69,19m². Imóvel com 03 dormitórios, sala de estar/jantar, cozinha, banheiro social, área de serviço, churrasqueira e pisos em cerâmica...",1400,0,1400,0,69,Avenida Engenheiro Francisco Rodolfo Simch, Sarandi ,Porto Alegre,Zona Norte,3,1,1
"Apartamento de 2 dormitórios no bairro Cristal, zona sul de Porto Alegre, RS.  Ótimo apartamento 2 dormitórios, living 2 ambientes, cozinha com área de serviço integrada, gás centr...",1100,588,1688,55,64,Avenida Wenceslau Escobar, Tristeza ,Porto Alegre,Zona Sul,2,1,1
"Localizado em frente a Faculdade Uniritter. São 49m² de área privativa onde estão distribuídos: 02 Dormitórios sendo um com armário e ventilador de teto, outro com ar condicionado,...",590,335,925,32,49,Rua Orfanotrófio, Santa Tereza ,Porto Alegre,Zona Sul,2,1,0
"Leindecker Imóveis aluga apartamento mobiliado com 52,18m², localizado no bairro Jardim Carvalho. Imóvel com 2 dormitórios, living amplo, cozinha com armários e banheiro social. Po...",1400,426,1826,0,52,Rua Carlos Reverbel, Jardim Carvalho ,Porto Alegre,Zona Leste,2,1,1
"Apartamento com 2 quartos no Bairro Floresta - Porto Alegre - área 63,09m², sala, sacada, cozinha, banheiro social, piso parquet/ceramica, área de serviço com tanque. Posição solar...",1300,339,1639,73,63,Avenida Cristóvão Colombo, Floresta ,Porto Alegre,Centro,2,1,0
"Excelente apartamento com 2 suítes com closet, banheiro auxiliar, com área de 122 m² privativos, totalmente mobiliado, cozinha e área de serviço equipada, living com 2 ambientes, c...",4225,1050,5275,329,122,Avenida Coronel Lucas de Oliveira, Bela Vista ,Porto Alegre,Centro,2,3,1
"Porto Nobre aluga excelente apartamento com 48m2, no 11°andar,semi mobiliado, com 02 dormitórios sendo que o de casal com cama de casal e outro com cama de solteiro e guarda-roupa,...",1250,395,1645,65,48,Não Informado, Passo das Pedras ,Porto Alegre,Zona Norte,2,1,1
"Apartamento para Aluguel - Passo D'areia, 2 Quartos, 64 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 1500 - Condomínio: R$ 600 - IPTU: R$ 0  Que tal agendar uma visita? Entre em co...",1500,600,2100,0,64,Rua Tapajós, Passo dAreia ,Porto Alegre,Zona Norte,2,1,1
"Excelente apartamento de 02 dormitórios, com suíte para alugar no bairro Passo d'Areia em Porto Alegre! Com piso laminado, aproximadamente 63m² de área privativa, com posição solar...",2000,600,2600,166,62,Rua Piauí, Santa Maria Goretti ,Porto Alegre,Zona Norte,2,1,1
"Apartamento com sacada de 3 dormitórios, cozinha, sala, corredor de circulação, wc de área de serviço e tanque.Não mobiliado. Estudamos seu imóvel no negócio. Além deste, mais de 2...",1300,327,1627,0,94,Rua Barão do Amazonas, Petrópolis ,Porto Alegre,Centro,3,2,0
"Apartamento de 2 dormitórios com excelente localização no Bairro Menino Deus. Próximo ao Estádio Beira-Rio, Banco Santander, Hospital Mãe de Deus. Com fácil acesso para a Avenida E...",1350,285,1635,72,75,Avenida Padre Cacique, Praia de Belas ,Porto Alegre,Centro,2,1,0
"Dois dormitórios sendo um suíte, living com sacada, cozinha com pia, área de serviço com tanque e aquecedor, banheiro social com box, piso cerâmico, vaga para um carro, 14º andar,...",1390,440,1830,60,67,Avenida Assis Brasil, São Sebastião ,Porto Alegre,Zona Norte,2,2,1
"Leindecker Imóveis aluga apartamento com 87,20m², localizado no bairro Centro Historico, frente/fundos. Imóvel com 3 dormitório, living, cozinha, área de serviço, banheiro, e piso...",1800,250,2050,0,87,Não Informado, Centro ,Porto Alegre,Centro,3,1,0
"Imobiliária Adacon aluga em Porto Alegre. Apartamento para alugar no bairro Santana. Imóvel com 65m² de área, 4º andar, frente/lateral, possuindo 2 dormitórios sendo 1 deles suíte,...",2300,468,2768,110,68,Não Informado, Santana ,Porto Alegre,Centro,2,2,2
"mobiliado, forno, maquinas de lavar roupa e louça, etc... -",4500,1000,5500,125,128,Rua Roque Calage, Passo dAreia ,Porto Alegre,Zona Norte,3,2,2
"Apartamentos e Lofts finamente mobiliados, em frente à Av. Nilo Peçanha. Edifício imponente, referência de mercado. Código do imóvel: 22341",3800,0,3800,0,74,Não Informado, Três Figueiras ,Porto Alegre,Zona Leste,2,2,1
"Apartamento 2 dormitórios, de frente todo mobiliado, living, cozinha , área de serviço, banheiro social , banheiro auxiliar,, piso em parquet,.. Imóvel bem localizado próximo a tod...",2600,350,2950,84,68,Rua Vasco da Gama, Bom Fim ,Porto Alegre,Centro,2,2,0
"SILVEIRA ALUGA - Amplo apartamento de 2 dormitórios, dependência de empregada, dois banheiros e área de serviço em prédio fechado.  Localizado no bairro Menino Deus fica próximo do...",1700,165,1865,0,90,Não Informado, Menino Deus ,Porto Alegre,Centro,2,2,0
O apartamento está localizado no bairro Centro Histórico com 120 metros quadrados com 3 quartos e 1 banheiro,1500,435,1935,100,120,Rua Marechal Floriano Peixoto, Centro Histórico ,Porto Alegre,Centro,3,2,0
"Apartamento para Aluguel - Nonoai, 2 Quartos, 68 m2. Sobre o imóvel: Lugar tranquilo, arborizado, ótima vizinhança, com pracinha para as crianças na porta, muito seguro, com muito...",1200,350,1550,30,68,Beco A, Nonoai ,Porto Alegre,Zona Sul,2,1,1
"APARTAMENTO DE 2 DORMITÓRIOS - Imóvel com 65m2, living, cozinha americana com armários, área de serviço, circulação, banheiro, sacada no dormitório de frente, piso parquet, posição...",2300,206,2506,0,65,Não Informado, Cidade Baixa ,Porto Alegre,Centro,2,1,0
"POA Imob aluga apartamento de 03 dormitórios, 100% mobiliado no bairro Menino Deus. Excelente imóvel com living 03 ambientes, integra sala de estar, sala de jantar, cozinha estilo...",2600,420,3020,83,110,Rua Silveiro, Menino Deus ,Porto Alegre,Centro,3,1,1
"Apartamento02 dormitórios para alugar no bairro Humaitá em Porto Alegre Imóvel com aproximadamente 58 m² de área privativa, 8° andar, piso cerâmico, possui living, 02 dormitórios,...",1200,500,1700,70,58,Rua Professor João de Souza Ribeiro, Humaitá ,Porto Alegre,Zona Norte,2,1,0
"Apartamento para Aluguel - Centro Histórico, 2 Quartos, 56 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 1100 - Condomínio: R$ 350 - IPTU: R$ 117  Que tal agendar uma visita? Entre...",1100,350,1450,117,56,Rua Voluntários da Pátria, Centro Histórico ,Porto Alegre,Centro,2,1,0
"Apartamento em localização privilegiada, no bairro Higienópolis, com 3 quartos (1 suíte), 3 banheiros, 140,85 m², semi mobiliado, 1 vaga de garagem coberta, 3° andar, fundos e posi...",5000,1112,6112,631,140,Avenida Plínio Brasil Milano, Higienópolis ,Porto Alegre,Centro,3,1,1
"Apartamento 2 dormitórios, 65m² privativos, 1 vaga de garagem, 2 banheiros sendo 1 suíte, Living, cozinha, área de serviços. Condomínio com Playground, Piscina, Churrasqueira, Acad...",3400,500,3900,90,65,Rua Vicente da Fontoura, Bela Vista ,Porto Alegre,Centro,2,2,1
"Excelente apto no bairro praia de belas, 2 dormitórios, semi mobiliado, reformado, com 2 vagas de garagem. Estudamos seu imóvel no negócio. Além deste, mais de 20 mil opções em nos...",2050,350,2400,140,70,Rua Doutor Vicente de Paula Dutra, Praia de Belas ,Porto Alegre,Centro,2,1,2
"Lopes LRT loca apartamento com ótima localização nas proximidades da PUC e da Avenida Ipiranga. São 39,33 m² privativos, distribuídos em hall de entrada, living para 2 ambientes ,2...",800,295,1095,68,39,Rua Nelson Zang, Partenon ,Porto Alegre,Zona Sul,2,1,1
"EM OFERTA NO BAIRRO AZENHA. Apartamento de frente, semi mobiliado com 02 dormitórios, sendo 01 dormitório com armário, sala de estar com sacada, cozinha com armários e fogão cookto...",1600,387,1987,46,65,Rua Onofre Pires, Azenha ,Porto Alegre,Centro,2,1,1
"Apartamento de 2 dormitórios, semi mobiliado, com uma vaga de garagem. Condomínio com portaria 24h, Sports bar, Estar Fonte, Estar Fogo, Espelhos d água, Salão de festas infantil,...",2550,600,3150,100,65,Avenida Francisco Petuco, Boa Vista ,Porto Alegre,Zona Norte,2,1,1
"Leindecker Imóveis aluga apartamento 02 dormitórios no bairro Cristo Redentor em Porto Alegre. São 68m² privativos com cozinha, banheiro, área de serviço e sala, Localizado próximo...",1200,330,1530,0,68,Não Informado, Cristo Redentor ,Porto Alegre,Zona Norte,2,1,0
"Apartamento 02 dormitórios para alugar no bairro Passo da Areia em Porto Alegre.  Imóvel com aproximadamente 50 m² de área privativa, possui living, 02 dormitórios, cozinha, banhei...",1100,347,1447,48,50,Avenida Plínio Brasil Milano, Passo dAreia ,Porto Alegre,Zona Norte,2,1,1
"Poa Imob aluga apartamento com 75m² no bairro Mont Serrat. Apartamento semi mobiliado com 2 dormitórios sendo 1 suíte, armários nos quartos, banheiro e cozinha. Ar condicionado chu...",2580,488,3068,135,75,Rua Anita Garibaldi, Mont Serrat ,Porto Alegre,Centro,2,2,1
"Otimo apartamento 03 dormitórios sendo um suite, living amplo, cozinha americana com churrasqueira. Predio com portaria 24hs, salao de festas, fitness, piscina, vaga para dois veic...",1800,650,2450,0,95,Não Informado, Jardim Botânico ,Porto Alegre,Zona Leste,3,2,2
"PLANEJAR IMOVEIS ALUGA: Apartamento de 2 dormitórios, sendo um deles suíte, novo, ensolarado e arejado, primeiro aluguel, frente, móveis planejados com armários em todos os ambient...",3200,270,3470,50,54,Avenida Cristóvão Colombo, Floresta ,Porto Alegre,Centro,2,2,1
"PLANEJAR IMOVEIS ALUGA: Apartamento de 2 dormitórios, sendo um deles suíte, novo, ensolarado e arejado, primeiro aluguel, frente, móveis planejados com armários em todos os ambient...",3200,270,3470,50,54,Avenida Cristóvão Colombo, Floresta ,Porto Alegre,Centro,2,2,1
"Apartamento de dois dormitórios, sala, cozinha, banheiro e área de serviço, térreo, estacionamento rotativo. Região com escola, creche, centro comunitário, posto de saúde e comérci...",600,80,680,104,43,Rua Professor Augusto Osvaldo Thiesen, Rubem Berta ,Porto Alegre,Zona Norte,2,1,1
"Edifício residencial localizado no bairro Petropolis, nas proximidades da rua Eça de Queiroz e do UNIÃO (antigo Petrópolis Tênis Clube). Apartamento SEMI MOBILIADO com living de do...",3400,300,3700,0,72,Não Informado, Petrópolis ,Porto Alegre,Centro,2,3,2
"INBOX CIA IMOBILIÁRIA VENDE OU ALUGA apartamento com vista para Guaíba! Com 73m² privativos, o imóvel possui 02 (dois) dormitórios sendo 01(um) suíte, living com espaço gourmet com...",2500,500,3000,1351,73,Não Informado, Menino Deus ,Porto Alegre,Centro,2,2,1
"Apartamento semi mobiliado 03 dormitórios, living, banheiro, cozinha, área de serviço, dependências de empregado e box de garagem, para alugar no bairro Menino Deus em Porto Alegre...",2450,410,2860,120,98,Avenida Érico Veríssimo, Menino Deus ,Porto Alegre,Centro,3,2,1
"Apartamento garden 3 dormitórios, 100m² privativos, amplo living, cozinha, área de serviços, banheiro social e auxiliar, área externa, sacada. Condomínio com elevador, localizado n...",1450,503,1953,138,100,Rua José do Patrocínio, Cidade Baixa ,Porto Alegre,Centro,3,2,0
"Excelente apto de 3 dormitórios transformado em 2 com uma suite, sala ampla, cozinha, área de serviço, banheiro social, todas as peças com split, luminárias todas instaladas. A sui...",2200,540,2740,64,70,Não Informado, Vila Ipiranga ,Porto Alegre,Zona Norte,2,1,1
"Excelente apartamento com 03 dormit, iluminado, arejado, perto do Maxx Atacado, próximo da Arena 01 suíte, apto novinho. Prédio com elevador, vaga escriturada. Condomínio com infra...",1500,330,1830,50,67,Avenida José Aloísio Filho, Humaitá ,Porto Alegre,Zona Norte,3,2,1
"Aluga ou vende apartamento com 3 dormitórios, living 2 ambientes, cozinha, área de serviço, banheiro, piso em parquet, elevador, portaria e vigilância.",1300,600,1900,0,90,Não Informado, Centro Histórico ,Porto Alegre,Centro,3,1,0
"Apartamento com 03 quartos, sendo um suíte, 02 banheiros, Armários embutidos no quarto, Armários nos banheiros, Armários na cozinha, Ar condicionado, Chuveiro a gás, Fogão incluso,...",2999,400,3399,50,76,Rua Padre Todesco, Partenon ,Porto Alegre,Zona Sul,3,2,1
"Carfati vende ou aluga aconchegante apartamento para alugar com 2 quartos, sendo 1 suíte, e 2 banheiros no total. Este apartamento é bem equipado e fica situado no 2º andar. O cond...",2830,580,3410,100,74,Não Informado, Menino Deus ,Porto Alegre,Centro,2,2,1
Excelente apartamento de 2 dormitórios com dependência completa de empregada. Área de serviço grande. 1 vaga de garagem. O condomínio dispõe de salão de festas com churrasqueira na...,2199,520,2719,90,81,Avenida Protásio Alves, Petrópolis ,Porto Alegre,Centro,2,2,1
"Apartamento de 3 dormitórios sendo uma suíte, living 2 ambientes, banheiro social, cozinha, área de serviço, dependência de empregada completa, lida vista e vaga de garagem coberta...",2900,700,3600,200,116,Não Informado, Higienópolis ,Porto Alegre,Centro,3,3,1
"Apartamento com 2 dormitorios, 1 vaga de garagem coletiva, metragem 45m², sala, cozinha, area de servico, banheiro, segundo andar. Condominio com portaria, playground, quadra de es...",750,344,1094,27,45,Rua Tenente Ary Tarrago, Protásio Alves ,Porto Alegre,Zona Leste,2,1,1
"Apartamento reformado com excelente localização, próximo ao Hospital Mãe de Deus, Parque Marinha do Brasil, Praia de Belas, com fácil acesso para as Avenidas Getulio Vargas, Av. Pr...",1500,450,1950,79,74,Rua José de Alencar, Menino Deus ,Porto Alegre,Centro,2,1,0
"Excelente apartamento de 2 dormitórios, totalmente mobiliado, com cama, fogão, frigobar, geladeira, sofá, rack e todos os armários planejados. Localizado na zona sul no condomínio...",1700,335,2035,33,45,Rua Coronel Massot, Cristal ,Porto Alegre,Zona Sul,2,1,0
"Lyon Imóveis aluga apartamento no bairro Auxiliadora em Porto Alegre.  Apartamento possui 2 dormitórios sendo 1 suíte, living 2 ambientes, piso laminado, ar condicionado split, ban...",3000,420,3420,100,75,Rua Artur Rocha, Auxiliadora ,Porto Alegre,Zona Norte,2,1,2
"Apartamento semi mobiliado 2 dormitórios, 1 banheiros, 2 vagas de garagem coberta, armário do banheiro, cozinha e dormitórios, ar condicionado, o condomínio possui câmeras de segur...",2550,350,2900,65,87,Rua Coronel Feijó, Higienópolis ,Porto Alegre,Centro,2,2,2
"2 DORMITORIO(S), SPLIT, SALA, COZINHA, BANHEIRO SOCIAL, 1 BOX, ELEVADOR, LAVABO",1700,470,2170,0,60,Não Informado, Jardim Botânico ,Porto Alegre,Zona Leste,2,1,1
"Apartamento de 02(dois) dormitórios, semi mobiliado no bairro Boa Vista! Imóvel com 65m² de área privativa, ótima planta muito bem distribuído, arejado e com excelente iluminação e...",2650,680,3330,80,79,Avenida Francisco Petuco, Boa Vista ,Porto Alegre,Zona Norte,2,1,1
"EXCELENTE APARTAMENTO! 02 DORMITORIOS SENDO UM SUITE, BANHEIRO SOCIAL E LAVABO. LIVING COM DOIS AMBIENTES (SALA DE ESTAR E JANTAR),COZINHA E AREA DE SERVICO INTEGRADA. DECIMO PRIME...",5000,500,5500,0,120,Não Informado, Jardim Itú Sabará ,Porto Alegre,Zona Norte,2,2,2
"PLANEJAR IMÓVEIS ALUGA: Amplo apartamento no bairro Cidade Baixa, com 3 dormitórios, living 2 ambientes, área de serviço separada, dependência e banheiro auxiliar. Apartamento de f...",1550,280,1830,68,100,Rua Baronesa do Gravataí, Cidade Baixa ,Porto Alegre,Centro,3,2,0
"Apartamento mobiliado com terraço exclusivo, 2 dormitórios , sendo 1 suíte,2 banheiros, sala, cozinha, churrasqueira e vaga de garagem. Agende sua visita!",3200,550,3750,210,75,Avenida Ijuí, Petrópolis ,Porto Alegre,Centro,2,2,1
-,3690,453,4143,0,91,Rua Itororó, Menino Deus ,Porto Alegre,Centro,2,2,2
"Imobiliária Sanvicente aluga maravilhoso apartamento no centro do Moinhos de Vento.  Estar 2 ambientes, ampla copa-cozinha, dependência com banheiro auxiliar e área de serviço. Ent...",3900,1281,5181,246,120,Rua Vinte e Quatro de Outubro, Moinhos de Vento ,Porto Alegre,Centro,3,3,1
"Apartamento 02 dormitórios no bairro Centro.   Imóvel localizado no 4º andar, 53m² de área privativa, posição lateral, living amplo, cozinha americana com armário, pia, área de ser...",900,458,1358,55,53,Rua Duque de Caxias, Centro ,Porto Alegre,Centro,2,1,0
"Apartamento próximo ao Sesc da Protásio Alves, com 02 dormitórios, sala, cozinha, banheiro social, área de serviço.  Prédio todo gradeado, com área de lazer e salão de festas. Com...",900,400,1300,51,55,Rua Doutor Otávio Santos, Jardim Itú Sabará ,Porto Alegre,Zona Norte,2,1,1
"Imobiliária Adacon aluga em Porto Alegre. Apartamento de 2 dormitório para locação no bairro Floresta. Prédio com elevadores, bem localizado. Apartamento no 5º andar, com área priv...",1350,515,1865,134,90,Não Informado, Floresta ,Porto Alegre,Centro,2,2,0
"Apartamento com 2 dormitórios, amplo living com sacada, cozinha com armário aéreo e balcão, área de serviço com tanque e banheiro social com box. Edifício com porteiro eletrônico.A...",1350,330,1680,60,55,Rua Conde de Porto Alegre, Floresta ,Porto Alegre,Centro,2,1,0
