descricao_imovel,aluguel,condominio,total_mensal,iptu,metragem,endereco,bairro,cidade,zona,quartos,banheiros,garagem
"Apartamento próximo ao Hospital Militar, no Bairro Auxiliadora, com 3 quartos (3 suítes), banheiro, 110m², com 2 vagas de garagem cobertas, de frente. Sala de estar ampla com 2 amb...",3800,1176,4976,318,110,Rua Cândido Silveira, Auxiliadora ,Porto Alegre,Zona Norte,3,1,2
"Porto Nobre aluga Lindo Apartamento! Avenida Baltazar de Oliveira Garcia, , Decorado, com 02 dormitórios , sala, cozinha, banheiro, com uma vaga de estacionamento, portaria 24 h ,s...",1200,305,1505,27,44,Não Informado, Rubem Berta ,Porto Alegre,Zona Norte,2,1,1
"RYU Imóveis ALUGA - Apartamento na Av. São Pedro, esquina com Av.Presidente Roosevelt com 3 dormitórios, 96 m² de área, 5º andar, de frente, com sala, cozinha, 2 banheiros, área co...",1300,418,1718,99,96,Não Informado, São Geraldo ,Porto Alegre,Zona Norte,3,2,0
"Apartamento de 02 dormitórios sendo 01 suíte, mobiliado, para alugar no bairro Cristo Redentor em Porto Alegre. Possui aproximadamente 77m² de área privativa, living amplo para 02...",2200,580,2780,133,77,Rua Comendador Albino Cunha, Cristo Redentor ,Porto Alegre,Zona Norte,2,2,1
"Apartamento para Aluguel - Alto Petrópolis, 2 Quartos, 49 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 1100 - Condomínio: R$ 284 - IPTU: R$ 44  Que tal agendar uma visita? Entre em...",1100,284,1384,44,49,Avenida Manoel Elias, Alto Petrópolis ,Porto Alegre,Zona Norte,2,1,1
****CARÊNCIA DE 4 MESES NO VALOR DO ALUGUEL**** Locação Reversível - Agora é possível tornar-se dono do imóvel utilizando as parcelas do aluguel como entrada na compra de apartamen...,2649,0,2649,0,56,Não Informado, São Sebastião ,Porto Alegre,Zona Norte,2,1,1
"Cilar imóveis aluga excelente apartamento 2 dormitórios, de frente,, living , cozinha com cuba inox e balcão, área de serviço, 2 despensas, banheiro social c/box em frente a Petlan...",1500,221,1721,45,48,Avenida Benjamin Constant, São João ,Porto Alegre,Zona Norte,2,1,0
"Apartamento para locação no bairro Vila Ipiranga, localizado na Av. do Forte, próximo a Av. Brasília. Possui 61,59 m² de área privativa, divididos em dois dormitórios, living para...",1300,280,1580,50,62,Avenida do Forte, Vila Ipiranga ,Porto Alegre,Zona Norte,2,1,0
"Apartamento para alugar no bairro Petropolis em Porto Alegre, com área privativa aproximadamente de 74,00 m², de frente, com posição solar leste, bem iluminado, situado no 3ºandar,...",2000,610,2610,156,74,Rua Guararapes, Petrópolis ,Porto Alegre,Centro,2,1,1
"Apartamento com excelente localização, próximo à Rua Gen. Caldwell. São 57m² de área privativa onde estão distribuídos: 02 Dormitórios, living com 02 ambientes, cozinha com pia e b...",1500,463,1963,101,57,Rua Gonçalves Dias, Menino Deus ,Porto Alegre,Centro,2,1,1
"Crédito Real aluga apartamento de 2 quartos com living estendido, 1 suíte bairro Moinhos de Vento com 2 vagas de garagem coberta escriturada podendo ser transformado três dormitóri...",4400,1155,5555,326,98,Rua Coronel Bordini, Auxiliadora ,Porto Alegre,Zona Norte,3,3,2
"Apartamento novo de 02 dormitórios sendo 01 suíte, living, cozinha, área de serviço, 02 banheiros e 01 vagas de garagem para alugar no bairro Teresópolis em Porto Alegre, com aprox...",2794,600,3394,170,55,Rua Luíza Rocco, Glória ,Porto Alegre,Zona Sul,2,1,1
"2 dormitórios. Apto de 2 dormitórios, sala, cozinha, banheiro, área de serviço. dependência de empregada e banheiro auxiliar (desativado) e garagem coberta.  *** Na rua do Colégio...",1200,315,1515,65,65,Avenida Arnaldo Bohrer, Teresópolis ,Porto Alegre,Zona Sul,2,1,1
"EXCELENTE APARTAMENTO de frente com 03 dormitórios, sala, sacada com churrasqueira, cozinha, área de serviço e banheiro social. Possui uma vaga de garagem descoberta. LIGUE (51) 30...",1600,500,2100,78,68,Avenida General Raphael Zippin, Sarandi ,Porto Alegre,Zona Norte,3,1,1
"Cobertura de 01 dormitório, Amplo living, banheiro, cozinha e área de serviço para locação no bairro Tristeza, imóvel com aproximadamente 91m² de área privativa, piso laminado, 01...",2200,500,2700,49,91,Rua General Rondon, Tristeza ,Porto Alegre,Zona Sul,2,2,0
"Apartamento para Aluguel - Sarandi, 2 Quartos, 44 m2. Sobre o imóvel: Ótima posição solar, piso em porcelanato nas áreas frias(cozinha e banheiro), piso de laminado (áreas quente q...",970,235,1205,33,44,Rua Gabriel Franco da Luz, Sarandi ,Porto Alegre,Zona Norte,2,1,1
"Apartamento para alugar - bairro Santana - Porto Alegre Apartamento 02 dormitórios, vaga de garagem, living, hall de entrada, portaria, banheiro com box social. Próximo a escolas,...",2850,663,3513,197,61,Rua São Francisco, Santana ,Porto Alegre,Centro,2,1,1
"Apartamento de 2 dormitórios no bairro Bela Vista.   Imóvel com 47m² de área privativa, localizado no 4º andar , piso parquet. Living de um ambiente com hall de entrada, cozinha co...",1050,270,1320,42,47,Rua Barão de Ubá, Bela Vista ,Porto Alegre,Centro,2,1,0
"Apartamento de 2 dormitórios, living, cozinha, area de serviço, banheiro e 1 vaga de garagem para alugar no bairro São Sebastião em Porto Alegre, com aproximadamente 63 m² de area...",2000,580,2580,83,63,Avenida Assis Brasil, São Sebastião ,Porto Alegre,Zona Norte,2,2,1
"Parigi Imóveis, aluga belo apartamento no bairro São Geraldo! Apartamento de 2 dormitórios, 1 banheiros, guarda roupa planejado em um dos dormitórios, amplo com o sol da manhã e da...",1300,195,1495,0,70,Não Informado, São Geraldo ,Porto Alegre,Zona Norte,2,1,0
"Apartamento para Aluguel - Rubem Berta, 2 Quartos, 40 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 765 - Condomínio: R$ 290 - IPTU: R$ 108  Que tal agendar uma visita? Entre em con...",765,290,1055,108,40,Rua Paulo Renato Ketzer de Souza, Rubem Berta ,Porto Alegre,Zona Norte,2,1,1
"Apartamento de 2 dormitórios, todo reformado, com sala, cozinha, banheiro social com box e armários.  Condomínio com portaria 24hs, salão de festas, quadra de esportes e playground...",650,348,998,28,38,Estrada Cristiano Kraemer, Vila Nova ,Porto Alegre,Zona Sul,2,1,0
"Apartamento com ótima localização, próximo ao Zaffari Lima e Silva, Redenção, Restaurantes. São 56 m² de área privativa, onde estão distribuídos: 02 Dormitórios, living, cozinha co...",1380,290,1670,66,56,Rua Luiz Afonso, Cidade Baixa ,Porto Alegre,Centro,2,1,0
"POA Imob aluga apartamento mobiliado de 02 dormitórios no bairro Partenon. Excelente imóvel, amplo, com living para 03 ambientes, integra sala de estar, sala de jantar com sacada e...",2550,562,3112,57,79,Rua Oswaldo Pereira de Freitas, Partenon ,Porto Alegre,Zona Sul,2,1,1
"Apartamento para alugar no bairro Rio Branco em Porto Alegre. Living, 03 dormitórios, banheiro social com box, cozinha. Situado no 4º andar, fundos, piso parquet, área útil aproxim...",1500,390,1890,73,60,Rua Professor Álvaro Alvim, Rio Branco ,Porto Alegre,Centro,3,1,0
"Apartamento de 2 dormitórios no bairro Petrópolis.  Imóvel com 47m² de área privativa, no 3° andar, lateral, posição solar leste e piso parquet.  O living possui 2 ambientes, cozin...",1050,265,1315,30,47,Rua Artigas, Petrópolis ,Porto Alegre,Centro,2,1,0
"Apartamento semi mobiliado para alugar no bairro Nonoai em Porto Alegre. Living, 02 dormitórios, banheiro social, cozinha, área de serviço. Situado no 2º andar, fundos, posição sol...",1000,350,1350,32,49,Rua Orfanotrófio, Santa Tereza ,Porto Alegre,Zona Sul,2,1,0
"Apartamento mobiliado de 2 dormitórios para locação no bairro Santana!  68,18 m² divididos em um living amplo para dois ambientes, 2 dormitórios (1 suíte), cozinha e área de serviç...",3450,625,4075,115,68,Avenida Princesa Isabel, Santana ,Porto Alegre,Centro,2,2,1
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança. ] -  Apartamento 02 Dormitórios, sendo 01 suíte, living 02 ambientes com ar condicionado split,...",3000,616,3616,155,73,Rua Coronel Aparício Borges, Teresópolis ,Porto Alegre,Zona Sul,2,1,2
"Apartamento de 3 dormitórios, Mobiliado no bairro Santana.  Imóvel de 100 m² de área privativa com lindo piso laminado.  Living 2 ambientes, amplo com mesa, sofá, painel planejado...",4500,925,5425,220,100,Rua São Francisco, Santana ,Porto Alegre,Centro,3,2,1
"Apartamento com aproximadamente 69m² divididos em 2 dormitórios, living, banheiro social, cozinha e área de serviço. 1 vaga de garagemÓtima localização próximo de escolas, supermer...",1200,100,1300,43,69,Rua Ministro Oliveira Lima, São Sebastião ,Porto Alegre,Zona Norte,2,1,1
"Apartamento com 2 dormitórios com 1 vaga de garagem descoberto no bairro Nonoai.  Imóvel com 61m² de área privativa, living em piso laminado, dois ambientes com churrasqueira, cozi...",1250,420,1670,92,61,Rua Costa Lima, Nonoai ,Porto Alegre,Zona Sul,2,1,1
"Apartamento de 2 dormitórios no bairro Cristal.  Imóvel com 55m² de área privativa, lateral, com posição solar oeste e piso laminado.  O living possui 2 ambientes com sacada, cozin...",1400,389,1789,70,55,Rua Xavier da Cunha, Cristal ,Porto Alegre,Zona Sul,2,1,1
"Apartamento de 2 dormitórios sendo 1 suíte, 56,22 m2 de área privativa, frente, piso laminado, cozinha com armários, área de serviço, banheiro social, 1 vaga de garagem, vista, inf...",2200,515,2715,181,56,Não Informado, Floresta ,Porto Alegre,Centro,2,1,1
"Excelente apartamento com 3 dormitórios, living 2 ambientes, lavabo, baixo valor condominial, excelente localização. Estudamos seu imóvel no negócio. Além deste, mais de 20 mil opç...",2600,400,3000,90,110,Praça Bela Vista, Bela Vista ,Porto Alegre,Centro,3,1,1
"Apartamento 02 dormitórios, sala, cozinha, banheiro. -",950,120,1070,70,60,Rua Doutor Ney Cabral, Nonoai ,Porto Alegre,Zona Sul,2,1,0
"CERTA ALUGA APARTAMENTO 3 DORMITÓRIOS COM VAGA/GARAGEM no Bairro Boa Vista na Rua Anita Garibaldi 1375, excelente imóvel, ensolarado, com hall, sala, suíte, banheiro social e auxil...",3200,1500,4700,372,135,Não Informado, Boa Vista ,Porto Alegre,Zona Norte,3,3,1
"Apartamento para Aluguel - Centro Histórico, 3 Quartos, 82 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 1400 - Condomínio: R$ 270 - IPTU: R$ 50  Que tal agendar uma visita? Entre e...",1400,270,1670,50,82,Rua Riachuelo, Centro Histórico ,Porto Alegre,Centro,3,1,0
"Apartamento para Aluguel - Santa Tereza , 2 Quartos, 67 m2. Sobre o imóvel: Apartamento amplo, bem arejado, excelente localização, com sala, cozinha, três quartos, dois banheiros,...",1700,380,2080,40,67,Beco A, Santa Tereza ,Porto Alegre,Zona Sul,2,1,1
"ALUGUE SEM FIADOR - Apartamento semi mobiliado, de frente, 64,15 m² privativos, 2 dormitórios, sendo 1 Suíte, Sala de Estar/Jantar, cozinha americana c/ churrasqueira integrada, il...",3100,400,3500,75,66,Não Informado, Bela Vista ,Porto Alegre,Centro,2,2,1
"Parigi imóveis, aluga belo imóvel no bairro Santana! Apartamento de 2 dormitórios, sendo 2 suítes, living 2 ambientes, vista livre, armários sob medidas na cozinha, nos banheiros e...",4400,500,4900,100,80,Não Informado, Santana ,Porto Alegre,Centro,2,3,2
"Apartamento térreo de 3 dormitórios no Bairro Passo d'Areia. O imóvel possui 63m² de área privativa, três dormitórios, sala dois ambientes, cozinha e área de serviço e banheiro soc...",1700,365,2065,50,63,Rua Sapê, Passo dAreia ,Porto Alegre,Zona Norte,3,1,0
"Apartamento mobiliado para alugar em Porto Alegre, no bairro Centro Histórico. Este excelente e aconchegante apartamento, possui 02 dormitórios, sendo 01 suíte e closet, 01 living...",2750,800,3550,101,70,Rua Duque de Caxias, Centro Histórico ,Porto Alegre,Centro,2,2,0
"Apartamento para Aluguel - Vila Operária, 2 Quartos, 47 m2. Sobre o imóvel: Apartamento de 2 dormitórios, sendo 1 bem amplo e arejado, com entrada de sol. Sala grande com espaço pa...",739,120,859,20,47,Rua Jandyr Maya Faillace, Jardim Leopoldina ,Porto Alegre,Zona Norte,2,1,0
"Crédito Real aluga imóvel na avenida Farrapos, apartamento com aproximadamente 60m² e vista para o lago Guaíba, posição solar norte, 2 dormitórios, 1 banheiro e cozinha estilo amer...",1200,417,1617,76,61,Avenida Farrapos, Floresta ,Porto Alegre,Centro,2,1,0
Poa imob aluga apartamento com 3 quartos e 1 banheiro no total. Este apartamento é bem equipado e fica situado no 2º andar. O condomínio fica localizado em Rua Cristóvão Pereira no...,2200,280,2480,36,98,Rua Cristóvão Pereira, Passo dAreia ,Porto Alegre,Zona Norte,3,1,1
"Silveira aluga sem fiador :este edifício tem duas entradas: Av. Mauá e Av. Siqueira Campos, apto com 3 dormitórios.,suite , banheiro, ampla sala para 3 ambientes, cozinha também en...",2600,800,3400,215,171,Não Informado, Centro Histórico ,Porto Alegre,Centro,3,1,0
"Apartamento novo para alugar no Grand Park Lindoia com 56m², e 2 vagas de garagem. Ótima localização próximo ao Lindoia Shopping, Bourbon Wallig, terminal triangulo, 12 tabelionato...",2710,700,3410,115,57,Rua Jerônymo Zelmanovitz, São Sebastião ,Porto Alegre,Zona Norte,2,2,2
"PARIGI Imóveis aluga apartamento mobiliado com 02 quartos, sendo 01 suíte e com 02 vagas cobertas de garagem no bairro Passo d´Areia. Este apartamento com 67m² de área privativa po...",3300,780,4080,92,67,Não Informado, Passo dAreia ,Porto Alegre,Zona Norte,2,1,2
"Apartamento reformado com vista, ensolarado, com ventilação cruzada. Entrada Social e de Serviço. Cozinha com forno e fogão, geladeira e armários novos. Banheiro da suíte e social...",3100,400,3500,172,102,Rua Cabral, Bela Vista ,Porto Alegre,Centro,3,3,1
"Excelente apartamento com 86,22 m² privativos, com 2 dormitórios sendo 1 suíte, living para 2 ambientes, sacada integrada com churrasqueira, copa-cozinha e área de serviço separada...",4300,750,5050,0,86,Alameda Eduardo Guimarães, Três Figueiras ,Porto Alegre,Zona Leste,2,2,2
"SILVEIRA VENDE - Apartamento com 60m² de área privativa, dois dormitórios, sendo um deles suíte, living, sacada, banheiro social, cozinha, área de serviço e uma vaga de estacioname...",1500,488,1988,66,60,Não Informado, Camaquã ,Porto Alegre,Zona Sul,2,2,1
"Exclusivo apartamento mobiliado no bairro Cidade Baixa com 103m². Living amplo e aconchegante com sofás, mesa com cadeiras e split. Cozinha montada com armários, geladeira, micro-o...",2300,410,2710,110,103,Avenida José Bonifácio, Cidade Baixa ,Porto Alegre,Centro,2,2,0
"Poa Imob aluga apartamento com 90m² localizado no bairro Chacará das Pedras. Apartamento mobiliado com 3 dormitórios, 1 banheiro no total, dormitórios com móveis sob medidas e cama...",3200,700,3900,88,90,Rua Estácio de Sá, Chácara das Pedras ,Porto Alegre,Zona Leste,3,1,1
"Apartamento 02 dormitórios com suíte máster, sala com pé direito duplo, janelas estendidas com desenho arquitetônico que fornecem três frentes e vista panorâmica, cozinha com churr...",4955,500,5455,250,120,Rua Walir Zottis, Jardim Itú Sabará ,Porto Alegre,Zona Norte,2,2,2
"Apartamento para alugar no bairro Higienópolis em Porto Alegre. Imóvel com aproximadamente 115m² de área privativa, andar alto, posição solar oeste, piso parquet, possui 3 dormitór...",2600,863,3463,232,115,Rua Honório Silveira Dias, Higienópolis ,Porto Alegre,Centro,3,3,1
"![CDATA[Apto 03 dormitórios, 2º piso, com suite e vaga para 2 carros, Semi Mobiliado. Possui cozinha completa. Quarto com armários planejados. Possui 4 Splits. Condomínio com Salão...",3900,310,4210,150,89,Rua Umbú, Passo dAreia ,Porto Alegre,Zona Norte,3,2,1
"Apartamento com 02 dormitórios, todo reformado, de frente, living, cozinha e área de serviço. Condomínio com churrasqueira para uso de tosos, e local para estender roupas. Próximo...",1115,400,1515,60,60,Avenida Paraná, Navegantes ,Porto Alegre,Zona Norte,2,1,0
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento com excelente localização, próximo a SOGIPA, Colégio La Salle. Com fácil acesso p...",2900,536,3436,270,116,Rua Honório Silveira Dias, São João ,Porto Alegre,Zona Norte,3,2,2
"Excelente apartamento de fundos, com lavabo, 2 dormitórios, sala de jantar, cozinha conjugada com área de serviço e banheiro social. Apartamento com excelente localização e ventila...",1300,327,1627,50,59,Rua Vicente da Fontoura, Santana ,Porto Alegre,Centro,2,2,0
"Apartamento 2 dormitórios sendo 1 suíte, no VISCONDE DE OURO PRETO, no bairro Cristo Redentor, em Porto Alegre, 2 box para carro coberto nº 15 e nº 35, sala com Split e sacada inte...",2000,462,2462,127,74,Rua Ouro Preto, Cristo Redentor ,Porto Alegre,Zona Norte,2,2,2
"Código do imóvel AP0025casaporto. Apartamento semi mobiliado e iluminado. Piso parque, amplo living para dois ambientes, banheiro social com box, dois dormitórios com ventilador de...",1100,220,1320,305,58,Rua Adão Baino, Cristo Redentor ,Porto Alegre,Zona Norte,2,1,0
"Apartamento 2 dormitórios, 67m² privativos, 1 vaga de garagem, 2 banheiros sendo 1 suíte, amplo living, cozinha com churrasqueira, área de serviços com tanque. Condomínio com Playg...",2900,300,3200,25,67,Rua Vicente da Fontoura, Rio Branco ,Porto Alegre,Centro,2,2,1
"Apartamento de 2 dormitórios (sendo 1 suíte) mobiliado, climatizado, andar alto com vista linda e 1 vaga de garagem há poucos minutos do Shopping Iguatemi.  Excelente apartamento m...",3200,550,3750,87,55,Não Informado, Passo dAreia ,Porto Alegre,Zona Norte,2,2,1
"Ótimo apartamento com 3 dormitórios, 1 suíte, frente , sol da manhã, sacada, elevador, 2 vagas , banheiro social, copa, cozinha, lavanderia, despensa, churrasqueira, sala ampla par...",2500,1100,3600,0,106,Avenida América, Auxiliadora ,Porto Alegre,Zona Norte,3,2,2
"Apartamento bairro Lindóia com 2 quartos(1 suite), 2 banheiros 56,54m², com 1 vaga de garagem, 16º andar, sala com cozinha integrada com churrasqueira, área de serviço integrada à...",2798,0,2798,0,56,Avenida Assis Brasil, Jardim Lindoia ,Porto Alegre,Zona Norte,2,2,1
"Apartamento com excelente localização, com fácil acesso ao Shopping João Pessoa, Hospital Ernesto Dornelles, Panvel, Burger King, UFRGS, Praças e Restaurantes. Fácil acesso para as...",2000,284,2284,182,75,Rua Leopoldo Bier, Santana ,Porto Alegre,Centro,2,1,1
"O apartamento está localizado no bairro Vila Ipiranga com 68 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço gourmet, área verde de jardim...",2200,580,2780,800,68,Avenida Dom Cláudio José Gonçalves Ponce de Leão, Vila Ipiranga ,Porto Alegre,Zona Norte,3,2,2
"Aconchegante apartamento para alugar com 2 quartos, sendo 1 suíte, e 2 banheiros no total. Este apartamento é bem equipado e fica situado no 3º andar. O condomínio é bem equipado c...",2700,430,3130,49,72,Rua Frei Germano, Partenon ,Porto Alegre,Zona Sul,2,2,1
"PRIMEiRO PAGAMENTO DO ALUGUEL SOMENTE EM JULHO/2022, *consulte condições.... Excelente apartamento de 02 dormitórios com dependência de empregada, living para 02 ambientes, cozinha...",990,500,1490,65,80,Rua Intendente Alfredo Azevedo, Glória ,Porto Alegre,Zona Sul,3,2,1
"![CDATA[Apto 02 dormitórios,3º piso, lateral com box 79 DESCOBERTO. Posição Solar Oeste e Sul. Ambiente amplo, arejado e iluminado. Possui balcões, armário e pia. Com roupeiro de c...",800,420,1220,35,52,Rua Comissário Bergmann, Sarandi ,Porto Alegre,Zona Norte,2,1,1
"APARTAMENTO DE 2 DORMITÓRIOS, BANHEIRO SOCIAL, COZINHA, ÁREA DE SERVIÇO, LIVING 2 AMBIENTES, TODO EM LÂMINA TABUÃO, GARAGEM COBERTA, PRÉDIO COM ELEVADOR, PORTARIA 24 HORAS, SALÃO D...",1100,0,1100,0,60,Não Informado, Partenon ,Porto Alegre,Zona Sul,2,1,1
"Apartamento para Aluguel - Centro Histórico, 2 Quartos, 60 m2. Sobre o imóvel: Apartamento bem localizado e iluminado em prédio com todas as conveniências de Saúde Gastronomia Dive...",1689,365,2054,67,60,Avenida Senador Salgado Filho, Centro Histórico ,Porto Alegre,Centro,2,1,0
"Apartamento para alugar no bairro Santa Goretti em Porto Alegre. Living, 02 dormitórios ( 01 suíte sendo com banheiro e box de vidro ), cozinha com balcão e pia, área de serviço co...",1850,298,2148,89,56,Rua Morretes, Santa Maria Goretti ,Porto Alegre,Zona Norte,2,1,1
"Apartamento para Aluguel - Espírito Santo, 3 Quartos, 88 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 1330 - Condomínio: R$ 389 - IPTU: R$ 71  Que tal agendar uma visita? Entre em...",1330,389,1719,71,88,Rua Mura, Espírito Santo ,Porto Alegre,Zona Sul,3,1,1
"ÓTIMO APARTAMENTO DE 02 DORMITORIOS, SENDO 01 SUITE com closet, LIVING COM 02 AMBIENTES, SACADA FECHADA COM CHURRASQUEIRA, COZINHA MONTADA, BANHEIRO SOCIAL, AREA DE SERVICO, DESPEN...",2500,845,3345,261,97,Rua São Luís, Santana ,Porto Alegre,Centro,2,1,2
"Apartamento 03 dormitórios mobiliado no bairro Menino Deus.  Excelente apartamento com 3 dormitórios,1 suíte, living dois ambientes, cozinha completa com armários e eletrodoméstico...",2800,670,3470,190,74,Não Informado, Menino Deus ,Porto Alegre,Centro,3,2,1
"Apartamento novo de 02 dormitórios sendo 01 suíte, living, cozinha, área de serviço, 02 banheiros e 01 vagas de garagem para alugar no bairro Teresópolis em Porto Alegre, com aprox...",2739,600,3339,170,55,Rua Luíza Rocco, Glória ,Porto Alegre,Zona Sul,2,1,1
"Apartamento de frente, 2 dormitórios com suíte e mais um banheiro social, living dois ambientes com sacada, cozinha com ótimo espaço, área externa privativa, excelente para quem te...",980,400,1380,99,72,Não Informado, Centro Histórico ,Porto Alegre,Centro,2,2,0
"Apartamento de alto padrão localizado no Bairro Petrópolis, próximo a Carlos Gomes e a Praça da Encol Condomínio possui portaria 24hs, salão de festas e 2 elevadores. Apartamento s...",3900,1100,5000,300,86,Não Informado, Petrópolis ,Porto Alegre,Centro,2,2,2
"Apartamento de 02 dorm, sendo 01 suite, com 01 vaga de garagem próximo a PUCC",2600,441,3041,40,57,Rua Frei Germano, Partenon ,Porto Alegre,Zona Sul,2,1,1
"Apartamento de 69 m², 2 dormitórios sendo 1 suíte (3 dormitórios transformados em 2 dormitórios, facil reversão), living 2 ambientes, cozinha com armários, área de serviço separada...",2500,455,2955,125,70,Não Informado, Passo dAreia ,Porto Alegre,Zona Norte,2,2,1
"IMOBILIÁRIA PRIORI ALUGA Aconchegante apartamento de três dormitórios e dois banheiros no coração(um lavabo) bairro São João, com localização privilegiada a poucos metros do Bourbo...",1900,190,2090,46,92,Não Informado, São João ,Porto Alegre,Zona Norte,3,2,0
"Leindecker Imóveis aluga apartamento com 62,90m², localizado no bairro Higienópolis, lateral. Imóvel com 2 dormitórios, living, cozinha em porcelanato, área de serviço fechada, ban...",1300,207,1507,0,62,Rua Felicíssimo de Azevedo, Higienópolis ,Porto Alegre,Centro,2,1,0
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ]Apartamento com excelente localização, próximo Faculdade Uniritter FAPA, Supermercado Gecepel, M...",800,350,1150,31,59,Rua Tenente Ary Tarrago, Jardim Itú Sabará ,Porto Alegre,Zona Norte,2,1,0
"Apartamento de 2 dormitórios, sendo 1 suite no bairro Mont Serrat.  Imóvel com 89m² de área privativa, no 4º andar, lateral, posição solar norte e piso laminado.  O living possui 2...",3000,700,3700,145,89,Rua Tito Lívio Zambecari, Mont Serrat ,Porto Alegre,Centro,2,1,2
"Apartamento semi mobiliado de 3 dormitórios sendo 1 suíte no bairro Petrópolis.  Ótimo apartamento de aproximadamente 126,90m² de área privativa, com 3 dormitórios sendo 1 suíte, t...",3000,800,3800,350,127,Rua Sinimbú, Petrópolis ,Porto Alegre,Centro,3,3,1
"Leindecker Imóveis aluga amplo apartamento com 100m², localizado no bairro Menino Deus, fundos/lateral, com posição solar leste/sul. Imóvel com 03 dormitórios, hall de entrada, ban...",1600,320,1920,0,100,Avenida Getúlio Vargas, Menino Deus ,Porto Alegre,Centro,3,1,0
"Alugue rápido e sem fiador. Busque pelo código do imóvel em nosso site e agende sua visita agora mesmo!  Apartamento semi mobiliado no bairro Petrópolis, Imóvel com 93,00 m² privat...",2390,1000,3390,245,93,Rua Coronel Corte Real, Petrópolis ,Porto Alegre,Centro,3,2,1
"Leindecker Aluga Apartamento com 2 dormitórios sendo 1 suíte, 50 m², banheiro social, cozinha com churrasqueira, sacada, 1 vaga de garagem. Piso cerâmico, posição lateral, orientaç...",1670,284,1954,0,50,Rua Airton Ferreira da Silva, Humaitá ,Porto Alegre,Zona Norte,2,2,1
"Apartamento para Aluguel - Rubem Berta, 2 Quartos, 44 m2. Sobre o imóvel: Apartamento novo, nunca utilizado, ultimo andar(12), com elevador, sacada com churrasqueira, vista livre (...",1300,263,1563,0,44,Rua Osmindo Júlio Kuhn, Rubem Berta ,Porto Alegre,Zona Norte,2,1,1
"Apartamento Mobiliado de 02 dormitórios, living, banheiros, cozinha, área de serviço e box de garagem para alugar no bairro Passo D' Areia em Porto Alegre. imóvel com aproximadamen...",2800,805,3605,97,70,Avenida Grécia, Passo dAreia ,Porto Alegre,Zona Norte,2,2,1
"Apartamento para Aluguel - Passo D'areia, 2 Quartos, 44 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 1900 - Condomínio: R$ 300 - IPTU: R$ 9  Que tal agendar uma visita? Entre em co...",1900,300,2200,9,44,Rua Roque Calage, Passo dAreia ,Porto Alegre,Zona Norte,2,1,1
"Apartamento de 3 dormitórios, 3 salas, lavabo, banheiro social, dependência de empregada e cozinha para alugar no bairro Moinhos de Vento em Porto Alegre, com aproximadamente 150m²...",2810,1950,4760,215,125,Rua Vinte e Quatro de Outubro, Moinhos de Vento ,Porto Alegre,Centro,3,2,0
"Apartamento para Aluguel - Alto Petrópolis, 2 Quartos, 45 m2. Sobre o imóvel: Apartamento NOVO, na Protásio Alves, 9277, Bloco 2 , quartos para lado leste (sol da manhã ) área de s...",990,240,1230,45,45,Avenida Protásio Alves, Alto Petrópolis ,Porto Alegre,Zona Norte,2,1,1
"Silveira aluga sem fiador apartamento de 02 dormitórios, sala , cozinha, banheiro e area de serviço em condominio , conservado, bairro com toda infraestrutura.",850,340,1190,30,64,Não Informado, Jardim Leopoldina ,Porto Alegre,Zona Norte,2,1,0
"Apartamento com 2 Dormitórios, mobiliado na Av. Venâncio Aires 777. Em frente ao Colégio Militar. Edifício novo! Apartamento nunca antes habitado. Entre o Bairro Bom Fim e Santana....",3100,340,3440,185,55,Avenida Venâncio Aires, Cidade Baixa ,Porto Alegre,Centro,2,1,1
"Aluga-se apartamento em Porto Alegre no bairro São João, com 74,95m² de área privativa, 2 dormitórios, living dois ambientes, cozinha, área de serviço separada (pequena) e banheiro...",1100,290,1390,505,75,Rua Coronel Feijó, São João ,Porto Alegre,Zona Norte,2,1,0
"Apartamento no bairro Bom Fim, 3 quartos, 2 banheiros, 87m², 4° andar, posição frente, posição solar norte/sul, hall, sala com piso parquet, banheiro social, banheiro auxiliar, coz...",2500,180,2680,83,77,Rua Henrique Dias, Bom Fim ,Porto Alegre,Centro,3,1,0
"Apartamento de 02 dormitórios, todo reformado, janelas e portas com vidro duplo. Condomínio com zelador e porteiro eletrônico. OBS: NÃO SERÁ COBRADO O VALOR DO IPTU",1250,150,1400,0,67,Avenida Farrapos, Floresta ,Porto Alegre,Centro,2,1,0
"Apartamento no 11º andar com localização privilegiada no Centro de Porto Alegre – a poucos metros do Zaffari e do Teatro São Pedro. O imóvel possui 02 dormitórios, 01 banheiro, sal...",990,370,1360,70,55,Rua Riachuelo, Centro ,Porto Alegre,Centro,2,2,0
